,id,repo_url1,repo_url2,repo_description1,repo_description2,score,is_random,algorithm,batch,score_nmf_mult,score_nmf_rwr_d00,score_nmf_rwr_d01,score_nmf_rwr_d02,score_nmf_rwr_d03,score_nmf_rwr_d05,score_lda_rwr_d00,score_lda_rwr_d01,score_lda_rwr_d02,score_lda_rwr_d03,score_lda_rwr_d05
61,62,https://api.github.com/repos/securestate/eapeak,https://api.github.com/repos/Yelp/osxcollector,Analysis Suite For EAP Enabled Wireless Networks,A forensic evidence collection & analysis toolkit for OS X,0.0,True,random,3,0.00015430715528529332,9.017534412870579e-05,0.0002860513602940002,0.00048192737645929456,0.0006778033926245889,0.0010695554249551776,0.00016323542132980816,0.000457734827526085,0.0007522342337223618,0.0010467336399186385,0.0016357324523111922
62,63,https://api.github.com/repos/saltstack/salt,https://api.github.com/repos/jwyang/fpn.pytorch,Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt Open software package repository here: ,Pytorch implementation of Feature Pyramid Network (FPN) for Object Detection,0.0,True,random,3,6.044871727807236e-05,6.446991270378025e-05,0.000386251076159573,0.0007080322396153658,0.0010298134030711583,0.0016733757299827441,6.108964254840214e-05,0.00036580877367710005,0.000670527904805798,0.0009752470359344958,0.0015846852981918915
63,64,https://api.github.com/repos/NYPL/historical-minecraft,https://api.github.com/repos/TheDuckCow/MCprep,Python scripts and documentation for generating topographically accurate Minecraft maps from historical map scans,Blender python addon to increase workflow for creating minecraft renders and animations,0.0012825593540662073,False,d02,3,0.0006693963338021329,0.00012862639699249407,0.00047223670592861104,0.000815847014864728,0.0011594573238008449,0.0018466779416730788,0.000980525332286868,0.0011315423431765377,0.0012825593540662073,0.0014335763649558765,0.0017356103867352157
64,65,https://api.github.com/repos/espressif/esptool,https://api.github.com/repos/tinue/APA102_Pi,ESP8266 ROM Bootloader utility,Pure Python library to drive APA102 LED stripes; Use with Raspberry Pi.,0.0012446669497246706,False,d02,3,0.0006641172755098435,0.00016247699770821454,0.0004187895012108621,0.0006751020047135097,0.0009314145082161572,0.0014440395152214524,0.0009632652442445655,0.0011039660969846179,0.0012446669497246702,0.001385367802464722,0.0016667695079448268
65,66,https://api.github.com/repos/aboudou/picheckvoltage,https://api.github.com/repos/balena-io-projects/balena-sense,"PiCheckVoltage is a project for the Raspberry Pi intended to provide a mean to check voltage of a battery pack which is used to power electronic assemblies connected to the Raspberry Pi, and execute scripts depending on battery level.",balena-sense,0.0010415185994662075,False,d00,3,0.0006956990461206956,0.00037982875985929953,0.0006081002734992325,0.0008363717871391653,0.0010646433007790981,0.001521186328058964,0.0010415185994662075,0.00117257173711621,0.0013036248747662126,0.0014346780124162148,0.0016967842877162198
66,67,https://api.github.com/repos/Nextdoor/ndkale,https://api.github.com/repos/josiahcarlson/rpqueue,Kale is a python task worker library that supports priority queues on Amazon SQS,Redis Priority Queue offers a priority/timeline based queue for use with Redis,0.0010502987475579676,False,d00,3,0.0006977407836006326,0.0005904637445964489,0.0007511756478312405,0.0009118875510660321,0.0010725994543008236,0.0013940232607704067,0.0010502987475579676,0.0011828674289920758,0.0013154361104261842,0.0014480047918602923,0.0017131421547285086
67,68,https://api.github.com/repos/Psycojoker/ipython-beautifulsoup,https://api.github.com/repos/codecov/codecov-python,Pretty HTML/XML rendering with syntax highlighting for BeautifulSoup objects in IPython notebook and qtconsole.,Python report uploader for Codecov,0.0,True,random,3,6.947845668110825e-05,1.3364668940328883e-05,0.0003119750238353977,0.0006105853787304666,0.0009091957336255352,0.0015064164434156729,7.296530977579313e-05,0.00039285838534204256,0.000712751460908292,0.0010326445364745413,0.0016724306876070402
68,69,https://api.github.com/repos/Nextdoor/ndkale,https://api.github.com/repos/closeio/tasktiger,Kale is a python task worker library that supports priority queues on Amazon SQS,Python task queue. Because celery is gross.,0.0012435264209276894,False,d02,3,0.0006539971603725501,0.0011814137793237632,0.001223410702286597,0.0012654076252494309,0.0013074045482122647,0.0013913983941379326,0.0009418544763692804,0.0010926904486484848,0.0012435264209276894,0.0013943623932068936,0.0016960343377653026
69,70,https://api.github.com/repos/astorfi/TensorFlow-World,https://api.github.com/repos/machinelearningmindset/deep-learning-ocean,TensorFlow-World,:satellite: All You Need to Know About Deep Learning - A kick-starter,0.0012514087316904967,False,d02,3,0.0006469080045654399,0.00032911055994971027,0.0006079483147191499,0.0008867860694885894,0.0011656238242580288,0.001723299333796908,0.0009733671547391404,0.0011123879432148186,0.0012514087316904967,0.0013904295201661748,0.0016684710971175312
70,71,https://api.github.com/repos/statsmodels/statsmodels,https://api.github.com/repos/christopherjenness/ML-lib,Statsmodels: statistical modeling and econometrics in Python,"An extensive machine learning library, made from scratch (Python).",0.0009852262804471703,False,d00,3,0.0006759510587321731,0.0003288842432332673,0.0005925049568250681,0.0008561256704168688,0.0011197463840086695,0.0016469878111922708,0.0009852262804471703,0.001107925740236221,0.0012306252000252715,0.0013533246598143216,0.0015987235793924227
71,72,https://api.github.com/repos/vaab/colour,https://api.github.com/repos/subbarayudu-j/TheAlgorithms-Python,"Python color representations manipulation library (RGB, HSL, web, ...)",TheAlgorithms/Python,0.001279164914413215,False,d02,3,0.0006575699858106466,0.0002245847542701423,0.000550163826729033,0.0008757428991879237,0.0012013219716468142,0.0018524801165645957,0.0009720058789166765,0.0011255853966649458,0.001279164914413215,0.0014327444321614842,0.0017399034676580229
72,73,https://api.github.com/repos/mjhea0/flask-redis-queue,https://api.github.com/repos/kirkhunter/linkedin-jobs-scraper,"Example of how to handle background processes with Flask, Redis Queue, and Docker",linkedin-jobs-scraper,0.0,True,random,3,7.277472244848345e-05,7.11654048438961e-05,0.0003255902141215799,0.0005800150233992638,0.0008344398326769475,0.001343289451232315,7.678739410549257e-05,0.0003968773508289545,0.0007169673075524165,0.0010370572642758784,0.0016772371777228022
73,74,https://api.github.com/repos/dowjones/hammer,https://api.github.com/repos/c2nes/javalang,hammer,Pure Python Java parser and tools,0.0,True,random,3,6.297256893099886e-05,3.597245779995419e-05,0.00031721383069278756,0.0005984552035856209,0.0008796965764784543,0.001442179322264121,6.551816290324401e-05,0.00038205403753990353,0.000698589912176563,0.0010151257868132224,0.0016481975360865414
74,75,https://api.github.com/repos/ialbert/biostar-central,https://api.github.com/repos/iphelix/pack,Biostar Q&A,PACK (Password Analysis and Cracking Kit),0.0,True,random,3,5.756352362363991e-05,2.0158787146175364e-05,0.0003483040911498727,0.0006764493951535701,0.0010045946991572674,0.0016608853071646622,6.0777069650761745e-05,0.00038424059225662205,0.0007077041148624823,0.0010311676374683426,0.001678094682680063
75,76,https://api.github.com/repos/channelcat/sanic,https://api.github.com/repos/fossasia/knitlib,Python 3.5+ web server that's written to go fast,Knitting backend library for knitting machines,0.00122301716965002,False,d02,3,0.0006799837353575673,0.0007738944343343309,0.0009902170280617659,0.0012065396217892008,0.0014228622155166356,0.0018555074029715055,0.0010207121660209548,0.0011218646678354874,0.00122301716965002,0.0013241696714645524,0.0015264746750936178
76,77,https://api.github.com/repos/harismuneer/Writing-Styles-Classification-Using-Stylometric-Analysis,https://api.github.com/repos/pandastrike/bayzee,"✍️ An intelligent system that takes a single document and classifies different writing styles within the document using stylometric analysis. The classification is done using K-Means Clustering. Moreover, a detailed description is given in Readme.md. The ",Text classification using Naive Bayes and Elasticsearch,0.0010086888079056911,False,d00,3,0.0006793123093944344,0.00031742433105176485,0.0006079552256974519,0.000898486120343139,0.0011890170149888258,0.0017700788042802,0.0010086888079056907,0.0011466812072141084,0.0012846736065225258,0.001422666005830943,0.0016986508044477783
77,78,https://api.github.com/repos/astorfi/TensorFlow-World,https://api.github.com/repos/astorfi/Deep-Learning-World,TensorFlow-World,:satellite: Organized Resources for Deep Learning,0.0009738170734473168,False,d00,3,0.0006470699362494432,0.00032887422962871643,0.0006079690246621381,0.0008870638196955597,0.001166158614728981,0.0017243482047958243,0.0009738170734473169,0.0011127982981267433,0.0012517795228061696,0.001390760747485596,0.001668723196844449
78,79,https://api.github.com/repos/Dingmatt/AMSA,https://api.github.com/repos/cool-RR/git-cascade,A Plex anime agent using TVDB and AniDB data,Two extension scripts for merging in Git,0.0012059395363991207,False,d02,3,0.000628062459485203,0.0002399839776601457,0.0005386764380182229,0.0008373688983763,0.0011360613587343771,0.0017334462794505313,0.0008819105899527843,0.0010439250631759526,0.0012059395363991207,0.0013679540096222886,0.001691982956068625
79,80,https://api.github.com/repos/mahmoud/awesome-python-applications,https://api.github.com/repos/luongvo209/Awesome-Linux-Software,"Software to study and use, which also happens to be open-source Python.","???? A list of awesome applications, software, tools and other materials for Linux distros.",0.0012202634667189936,False,d02,3,0.0006300411542441876,0.0001507892490112113,0.00039775849517311877,0.0006447277413350262,0.0008916969874969336,0.0013856354798207483,0.000909138338919536,0.0010647009028192647,0.0012202634667189934,0.0013758260306187217,0.001686951158418179
80,81,https://api.github.com/repos/qnrq/panic_bcast,https://api.github.com/repos/jboone/tpms,Decentralized opsec panic button operating over UDP broadcasts and HTTP. Provides automatic ejection of encrypted drives as a safe-measure against cold-boot attacks.,Tire Pressure Monitoring System decoding tools.,0.0,True,random,3,7.245392887547643e-05,6.909477927880662e-05,0.00022784741687110232,0.00038660005446339806,0.0005453526920556936,0.0008628579672402851,7.55677285360724e-05,0.0003925768947640137,0.000709586060991955,0.001026595227219896,0.0016606135596757788
81,82,https://api.github.com/repos/ymfa/seq2seq-summarizer,https://api.github.com/repos/rowanlupton/pylodon,seq2seq-summarizer,Flask-based ActivityPub api-focused app,0.0,True,random,3,6.982278364746198e-05,1.514904388979438e-05,0.0003822821654895365,0.0007494152870892787,0.0011165484086890208,0.001850814651888505,7.388240669071335e-05,0.00039538249692747606,0.0007168825871642387,0.0010383826774010014,0.0016813828578745268
82,83,https://api.github.com/repos/danielquinn/paperless,https://api.github.com/repos/ZhaoJ9014/High-Performance-Face-Recognition,"Scan, index, and archive all of your paper documents",????????Several High-Performance Models for Unconstrained/Large-Scale/Low-Shot Face Recognition????????,0.0,True,random,3,6.028995098165822e-05,2.4598984116919026e-05,0.0005220212345471429,0.0010194434849773667,0.0015168657354075908,0.0025117102362680385,6.065941098018535e-05,0.0003632087913712045,0.0006657581717622236,0.0009683075521532427,0.001573406312935281
83,84,https://api.github.com/repos/k0retux/fuddly,https://api.github.com/repos/rossp/django-menu,Fuzzing and Data Manipulation Framework (for GNU/Linux),Simple Django website navigation system,0.0,True,random,3,7.07214716184509e-05,5.5421353692935397e-05,0.0004574821155060509,0.0008595428773191665,0.0012616036391322819,0.002065725162758513,7.411200687495476e-05,0.00039162251265534336,0.0007091330184357319,0.0010266435242161204,0.0016616645357768977
84,85,https://api.github.com/repos/TwistedW/tensorflow-GANs,https://api.github.com/repos/echen/restricted-boltzmann-machines,各类GAN综合在一起，借鉴了hwalsuklee大神的,Restricted Boltzmann Machines in Python.,0.0011028430552972087,False,d00,3,0.0007040672977186749,0.0003440407047954837,0.0006348769434644664,0.000925713182133449,0.0012165494208024315,0.001798221898140397,0.0011028430552972087,0.0011922883082393365,0.001281733561181464,0.0013711788141235917,0.001550069320007847
85,86,https://api.github.com/repos/AGProjects/sylkserver,https://api.github.com/repos/pjkundert/cpppo,Multi-party SIP Application Server,Communications Protocol Python Parser and Originator,0.001078792006450953,False,d00,3,0.0007121312818878972,0.00020958735001895095,0.000465815301263812,0.0007220432525086729,0.000978271203753534,0.001490727106243256,0.001078792006450953,0.0011920235223787051,0.0013052550383064574,0.0014184865542342094,0.0016449495860897138
86,87,https://api.github.com/repos/osforscience/deep-learning-comprehensive-resources,https://api.github.com/repos/machinelearningmindset/Generative-Adversarial-Networks-Roadmap,:satellite: All You Need to Know in Deep Learning - A great start,Generative-Adversarial-Networks-Roadmap,0.0012577653451876234,False,d02,3,0.0006423115441452148,0.0004166900885158119,0.000709060528945745,0.001001430969375678,0.001293801409805611,0.0018785422906654771,0.0009659219947997161,0.0011118436699936699,0.0012577653451876236,0.0014036870203815773,0.0016955303707694848
87,88,https://api.github.com/repos/areski/python-nvd3,https://api.github.com/repos/madhavanmalolan/awesome-reactnative-ui,Python Wrapper for NVD3 - It's time for beautiful charts,Awesome React Native UI components updated daily,0.0010604201531270144,False,d00,3,0.0006061103054861834,0.00010204093202026369,0.0004390797108170369,0.0007761184896138101,0.0011131572684105833,0.0017872348260041296,0.0010604201531270144,0.0012926148474110227,0.001524809541695031,0.0017570042359790392,0.002221393624547056
88,89,https://api.github.com/repos/abarker/pdfCropMargins,https://api.github.com/repos/clearlinux/autospec,pdfCropMargins -- a program to crop the margins of PDF files,RPM packaging automation tool,0.0011455074082862742,False,d00,3,0.0007446069415431078,0.00015024467186998877,0.0004270407035484886,0.0007038367352269885,0.000980632766905488,0.0015342248302624877,0.0011455074082862742,0.0012521668443576184,0.0013588262804289622,0.001465485716500306,0.0016788045886429943
89,90,https://api.github.com/repos/WoLpH/numpy-stl,https://api.github.com/repos/pbugnion/gmaps,Simple library to make working with STL files (and 3D objects in general) fast and easy.,Google maps for the IPython notebook.,0.001049885431232476,False,d00,3,0.0006962043041310007,6.289690626916879e-05,0.0005005191435804782,0.0009381413808917875,0.001375763618203097,0.0022510080928257155,0.0010498854312324761,0.0011931319489008791,0.0013363784665692824,0.0014796249842376852,0.0017661180195744914
